case,total_runtime_s,initialize_s,gravity_s,particle_contacts_s,wall_contacts_s,integration_s,output_s,pct_initialize,pct_gravity,pct_particle_contacts,pct_wall_contacts,pct_integration,pct_output,bottleneck
part10_n5000,1.1967190909999772,7.9160600034811068E-004,1.4744099962626933E-004,1.1568070500002250,7.0921700171311386E-004,1.3646160000462260E-003,3.6881485999856523E-002,6.6148021394615300E-002,1.2320435157683312E-002,96.664878057021568,5.9263448460615174E-002,0.11402976774657737,3.0818833155772918,particle_contacts_s
